store_id,product_id,date,units_sold,gross_revenue,cogs_amount,markdown_discount_amount,net_revenue,gross_margin_amount,gross_margin_pct
STORE-003,SKU-005,2026-06-30,7,1540.00,770.00,154.00,1386.00,616.00,44.44
STORE-003,SKU-006,2026-06-30,12,1800.00,900.00,0.00,1800.00,900.00,50.00
STORE-004,SKU-001,2026-06-30,8,1440.00,720.00,0.00,1440.00,720.00,50.00
STORE-004,SKU-002,2026-06-30,16,1440.00,720.00,0.00,1440.00,720.00,50.00
STORE-004,SKU-003,2026-06-30,20,2400.00,1200.00,240.00,2160.00,960.00,44.44
STORE-004,SKU-004,2026-06-30,11,1650.00,880.00,165.00,1485.00,605.00,40.74
STORE-004,SKU-005,2026-06-30,6,1320.00,660.00,0.00,1320.00,660.00,50.00
STORE-004,SKU-006,2026-06-30,14,2100.00,1050.00,210.00,1890.00,840.00,44.44
STORE-001,SKU-001,2026-07-01,11,1980.00,990.00,0.00,1980.00,990.00,50.00
STORE-001,SKU-002,2026-07-01,18,1620.00,810.00,0.00,1620.00,810.00,50.00
STORE-001,SKU-003,2026-07-01,21,2520.00,1260.00,0.00,2520.00,1260.00,50.00
STORE-001,SKU-004,2026-07-01,11,1650.00,880.00,82.50,1567.50,687.50,43.86
STORE-001,SKU-005,2026-07-01,7,1540.00,770.00,231.00,1309.00,539.00,41.18
STORE-001,SKU-006,2026-07-01,13,1950.00,975.00,0.00,1950.00,975.00,50.00
STORE-002,SKU-001,2026-07-01,13,2340.00,1170.00,0.00,2340.00,1170.00,50.00
STORE-002,SKU-002,2026-07-01,13,1170.00,585.00,117.00,1053.00,468.00,44.44
STORE-002,SKU-003,2026-07-01,23,2760.00,1380.00,0.00,2760.00,1380.00,50.00
STORE-002,SKU-004,2026-07-01,10,1500.00,800.00,0.00,1500.00,700.00,46.67
STORE-002,SKU-005,2026-07-01,9,1980.00,990.00,0.00,1980.00,990.00,50.00
STORE-002,SKU-006,2026-07-01,17,2550.00,1275.00,0.00,2550.00,1275.00,50.00
STORE-003,SKU-001,2026-07-01,12,2160.00,1080.00,0.00,2160.00,1080.00,50.00
STORE-003,SKU-002,2026-07-01,14,1260.00,630.00,63.00,1197.00,567.00,47.37
STORE-003,SKU-003,2026-07-01,22,2640.00,1320.00,396.00,2244.00,924.00,41.18
STORE-003,SKU-004,2026-07-01,12,1800.00,960.00,270.00,1530.00,570.00,37.25
STORE-003,SKU-005,2026-07-01,9,1980.00,990.00,297.00,1683.00,693.00,41.18
STORE-003,SKU-006,2026-07-01,16,2400.00,1200.00,0.00,2400.00,1200.00,50.00
STORE-004,SKU-001,2026-07-01,13,2340.00,1170.00,0.00,2340.00,1170.00,50.00
STORE-004,SKU-002,2026-07-01,18,1620.00,810.00,0.00,1620.00,810.00,50.00
STORE-004,SKU-003,2026-07-01,19,2280.00,1140.00,0.00,2280.00,1140.00,50.00
STORE-004,SKU-004,2026-07-01,14,2100.00,1120.00,0.00,2100.00,980.00,46.67
STORE-004,SKU-005,2026-07-01,7,1540.00,770.00,154.00,1386.00,616.00,44.44
STORE-004,SKU-006,2026-07-01,13,1950.00,975.00,0.00,1950.00,975.00,50.00
STORE-001,SKU-001,2026-07-02,9,1620.00,810.00,243.00,1377.00,567.00,41.18
STORE-001,SKU-002,2026-07-02,17,1530.00,765.00,153.00,1377.00,612.00,44.44
STORE-001,SKU-003,2026-07-02,20,2400.00,1200.00,0.00,2400.00,1200.00,50.00
STORE-001,SKU-004,2026-07-02,10,1500.00,800.00,75.00,1425.00,625.00,43.86
STORE-001,SKU-005,2026-07-02,10,2200.00,1100.00,0.00,2200.00,1100.00,50.00
STORE-001,SKU-006,2026-07-02,12,1800.00,900.00,0.00,1800.00,900.00,50.00
STORE-002,SKU-001,2026-07-02,11,1980.00,990.00,0.00,1980.00,990.00,50.00
STORE-002,SKU-002,2026-07-02,14,1260.00,630.00,63.00,1197.00,567.00,47.37
STORE-002,SKU-003,2026-07-02,21,2520.00,1260.00,126.00,2394.00,1134.00,47.37
STORE-002,SKU-004,2026-07-02,13,1950.00,1040.00,0.00,1950.00,910.00,46.67
STORE-002,SKU-005,2026-07-02,6,1320.00,660.00,198.00,1122.00,462.00,41.18
STORE-002,SKU-006,2026-07-02,17,2550.00,1275.00,255.00,2295.00,1020.00,44.44
STORE-003,SKU-001,2026-07-02,8,1440.00,720.00,0.00,1440.00,720.00,50.00
STORE-003,SKU-002,2026-07-02,16,1440.00,720.00,0.00,1440.00,720.00,50.00
STORE-003,SKU-003,2026-07-02,20,2400.00,1200.00,0.00,2400.00,1200.00,50.00
STORE-003,SKU-004,2026-07-02,12,1800.00,960.00,0.00,1800.00,840.00,46.67
STORE-003,SKU-005,2026-07-02,10,2200.00,1100.00,0.00,2200.00,1100.00,50.00
STORE-003,SKU-006,2026-07-02,15,2250.00,1125.00,337.50,1912.50,787.50,41.18
STORE-004,SKU-001,2026-07-02,9,1620.00,810.00,162.00,1458.00,648.00,44.44
STORE-004,SKU-002,2026-07-02,17,1530.00,765.00,76.50,1453.50,688.50,47.37
STORE-004,SKU-003,2026-07-02,23,2760.00,1380.00,414.00,2346.00,966.00,41.18
STORE-004,SKU-004,2026-07-02,11,1650.00,880.00,0.00,1650.00,770.00,46.67
STORE-004,SKU-005,2026-07-02,10,2200.00,1100.00,0.00,2200.00,1100.00,50.00
STORE-004,SKU-006,2026-07-02,16,2400.00,1200.00,0.00,2400.00,1200.00,50.00
STORE-001,SKU-001,2026-07-03,9,1620.00,810.00,0.00,1620.00,810.00,50.00
STORE-001,SKU-002,2026-07-03,17,1530.00,765.00,76.50,1453.50,688.50,47.37
STORE-001,SKU-003,2026-07-03,22,2640.00,1320.00,396.00,2244.00,924.00,41.18
STORE-001,SKU-004,2026-07-03,14,2100.00,1120.00,0.00,2100.00,980.00,46.67
STORE-001,SKU-005,2026-07-03,7,1540.00,770.00,231.00,1309.00,539.00,41.18
STORE-001,SKU-006,2026-07-03,13,1950.00,975.00,0.00,1950.00,975.00,50.00
STORE-002,SKU-001,2026-07-03,12,2160.00,1080.00,0.00,2160.00,1080.00,50.00
STORE-002,SKU-002,2026-07-03,14,1260.00,630.00,63.00,1197.00,567.00,47.37
STORE-002,SKU-003,2026-07-03,20,2400.00,1200.00,0.00,2400.00,1200.00,50.00
STORE-002,SKU-004,2026-07-03,11,1650.00,880.00,247.50,1402.50,522.50,37.25
STORE-002,SKU-005,2026-07-03,7,1540.00,770.00,0.00,1540.00,770.00,50.00
STORE-002,SKU-006,2026-07-03,13,1950.00,975.00,0.00,1950.00,975.00,50.00
STORE-003,SKU-001,2026-07-03,13,2340.00,1170.00,0.00,2340.00,1170.00,50.00
STORE-003,SKU-002,2026-07-03,15,1350.00,675.00,135.00,1215.00,540.00,44.44
STORE-003,SKU-003,2026-07-03,20,2400.00,1200.00,240.00,2160.00,960.00,44.44
STORE-003,SKU-004,2026-07-03,12,1800.00,960.00,0.00,1800.00,840.00,46.67
STORE-003,SKU-005,2026-07-03,7,1540.00,770.00,0.00,1540.00,770.00,50.00
STORE-003,SKU-006,2026-07-03,13,1950.00,975.00,0.00,1950.00,975.00,50.00
STORE-004,SKU-001,2026-07-03,8,1440.00,720.00,144.00,1296.00,576.00,44.44
STORE-004,SKU-002,2026-07-03,15,1350.00,675.00,202.50,1147.50,472.50,41.18
STORE-004,SKU-003,2026-07-03,22,2640.00,1320.00,132.00,2508.00,1188.00,47.37
STORE-004,SKU-004,2026-07-03,13,1950.00,1040.00,195.00,1755.00,715.00,40.74
STORE-004,SKU-005,2026-07-03,7,1540.00,770.00,154.00,1386.00,616.00,44.44
STORE-004,SKU-006,2026-07-03,13,1950.00,975.00,0.00,1950.00,975.00,50.00
STORE-001,SKU-001,2026-07-04,15,2700.00,1350.00,0.00,2700.00,1350.00,50.00
STORE-001,SKU-002,2026-07-04,20,1800.00,900.00,180.00,1620.00,720.00,44.44
STORE-001,SKU-003,2026-07-04,27,3240.00,1620.00,486.00,2754.00,1134.00,41.18
STORE-001,SKU-004,2026-07-04,17,2550.00,1360.00,0.00,2550.00,1190.00,46.67
STORE-001,SKU-005,2026-07-04,10,2200.00,1100.00,0.00,2200.00,1100.00,50.00
STORE-001,SKU-006,2026-07-04,21,3150.00,1575.00,0.00,3150.00,1575.00,50.00
STORE-002,SKU-001,2026-07-04,14,2520.00,1260.00,378.00,2142.00,882.00,41.18
STORE-002,SKU-002,2026-07-04,22,1980.00,990.00,297.00,1683.00,693.00,41.18
STORE-002,SKU-003,2026-07-04,29,3480.00,1740.00,348.00,3132.00,1392.00,44.44
STORE-002,SKU-004,2026-07-04,15,2250.00,1200.00,112.50,2137.50,937.50,43.86
STORE-002,SKU-005,2026-07-04,10,2200.00,1100.00,330.00,1870.00,770.00,41.18
STORE-002,SKU-006,2026-07-04,18,2700.00,1350.00,0.00,2700.00,1350.00,50.00
STORE-003,SKU-001,2026-07-04,12,2160.00,1080.00,324.00,1836.00,756.00,41.18
STORE-003,SKU-002,2026-07-04,22,1980.00,990.00,297.00,1683.00,693.00,41.18
STORE-003,SKU-003,2026-07-04,28,3360.00,1680.00,0.00,3360.00,1680.00,50.00
STORE-003,SKU-004,2026-07-04,17,2550.00,1360.00,0.00,2550.00,1190.00,46.67
STORE-003,SKU-005,2026-07-04,10,2200.00,1100.00,0.00,2200.00,1100.00,50.00
STORE-003,SKU-006,2026-07-04,18,2700.00,1350.00,0.00,2700.00,1350.00,50.00
STORE-004,SKU-001,2026-07-04,13,2340.00,1170.00,234.00,2106.00,936.00,44.44
STORE-004,SKU-002,2026-07-04,21,1890.00,945.00,0.00,1890.00,945.00,50.00
STORE-004,SKU-003,2026-07-04,26,3120.00,1560.00,156.00,2964.00,1404.00,47.37
STORE-004,SKU-004,2026-07-04,17,2550.00,1360.00,255.00,2295.00,935.00,40.74
STORE-004,SKU-005,2026-07-04,11,2420.00,1210.00,363.00,2057.00,847.00,41.18
STORE-004,SKU-006,2026-07-04,17,2550.00,1275.00,0.00,2550.00,1275.00,50.00
STORE-001,SKU-001,2026-07-05,12,2160.00,1080.00,324.00,1836.00,756.00,41.18
STORE-001,SKU-002,2026-07-05,21,1890.00,945.00,0.00,1890.00,945.00,50.00
STORE-001,SKU-003,2026-07-05,24,2880.00,1440.00,0.00,2880.00,1440.00,50.00
STORE-001,SKU-004,2026-07-05,17,2550.00,1360.00,0.00,2550.00,1190.00,46.67
STORE-001,SKU-005,2026-07-05,12,2640.00,1320.00,0.00,2640.00,1320.00,50.00
STORE-001,SKU-006,2026-07-05,16,2400.00,1200.00,0.00,2400.00,1200.00,50.00
STORE-002,SKU-001,2026-07-05,16,2880.00,1440.00,288.00,2592.00,1152.00,44.44
STORE-002,SKU-002,2026-07-05,22,1980.00,990.00,0.00,1980.00,990.00,50.00
STORE-002,SKU-003,2026-07-05,26,3120.00,1560.00,468.00,2652.00,1092.00,41.18
STORE-002,SKU-004,2026-07-05,16,2400.00,1280.00,360.00,2040.00,760.00,37.25
STORE-002,SKU-005,2026-07-05,12,2640.00,1320.00,132.00,2508.00,1188.00,47.37
STORE-002,SKU-006,2026-07-05,18,2700.00,1350.00,0.00,2700.00,1350.00,50.00
STORE-003,SKU-001,2026-07-05,14,2520.00,1260.00,0.00,2520.00,1260.00,50.00
STORE-003,SKU-002,2026-07-05,22,1980.00,990.00,0.00,1980.00,990.00,50.00
STORE-003,SKU-003,2026-07-05,28,3360.00,1680.00,0.00,3360.00,1680.00,50.00
STORE-003,SKU-004,2026-07-05,14,2100.00,1120.00,315.00,1785.00,665.00,37.25
STORE-003,SKU-005,2026-07-05,11,2420.00,1210.00,0.00,2420.00,1210.00,50.00
STORE-003,SKU-006,2026-07-05,19,2850.00,1425.00,0.00,2850.00,1425.00,50.00
STORE-004,SKU-001,2026-07-05,13,2340.00,1170.00,117.00,2223.00,1053.00,47.37
STORE-004,SKU-002,2026-07-05,21,1890.00,945.00,189.00,1701.00,756.00,44.44
STORE-004,SKU-003,2026-07-05,27,3240.00,1620.00,162.00,3078.00,1458.00,47.37
STORE-004,SKU-004,2026-07-05,17,2550.00,1360.00,382.50,2167.50,807.50,37.25
STORE-004,SKU-005,2026-07-05,13,2860.00,1430.00,143.00,2717.00,1287.00,47.37
STORE-004,SKU-006,2026-07-05,20,3000.00,1500.00,300.00,2700.00,1200.00,44.44
STORE-001,SKU-001,2026-07-06,10,1800.00,900.00,0.00,1800.00,900.00,50.00
STORE-001,SKU-002,2026-07-06,17,1530.00,765.00,76.50,1453.50,688.50,47.37
STORE-001,SKU-003,2026-07-06,20,2400.00,1200.00,0.00,2400.00,1200.00,50.00
STORE-001,SKU-004,2026-07-06,14,2100.00,1120.00,0.00,2100.00,980.00,46.67
STORE-001,SKU-005,2026-07-06,10,2200.00,1100.00,220.00,1980.00,880.00,44.44
STORE-001,SKU-006,2026-07-06,14,2100.00,1050.00,0.00,2100.00,1050.00,50.00
STORE-002,SKU-001,2026-07-06,9,1620.00,810.00,0.00,1620.00,810.00,50.00
STORE-002,SKU-002,2026-07-06,17,1530.00,765.00,0.00,1530.00,765.00,50.00
STORE-002,SKU-003,2026-07-06,19,2280.00,1140.00,0.00,2280.00,1140.00,50.00
STORE-002,SKU-004,2026-07-06,14,2100.00,1120.00,0.00,2100.00,980.00,46.67
STORE-002,SKU-005,2026-07-06,7,1540.00,770.00,0.00,1540.00,770.00,50.00
STORE-002,SKU-006,2026-07-06,14,2100.00,1050.00,0.00,2100.00,1050.00,50.00
STORE-003,SKU-001,2026-07-06,12,2160.00,1080.00,0.00,2160.00,1080.00,50.00
STORE-003,SKU-002,2026-07-06,15,1350.00,675.00,0.00,1350.00,675.00,50.00
STORE-003,SKU-003,2026-07-06,21,2520.00,1260.00,126.00,2394.00,1134.00,47.37
STORE-003,SKU-004,2026-07-06,10,1500.00,800.00,75.00,1425.00,625.00,43.86
STORE-003,SKU-005,2026-07-06,8,1760.00,880.00,176.00,1584.00,704.00,44.44
STORE-003,SKU-006,2026-07-06,17,2550.00,1275.00,0.00,2550.00,1275.00,50.00
STORE-004,SKU-001,2026-07-06,12,2160.00,1080.00,216.00,1944.00,864.00,44.44
STORE-004,SKU-002,2026-07-06,15,1350.00,675.00,0.00,1350.00,675.00,50.00
STORE-004,SKU-003,2026-07-06,23,2760.00,1380.00,0.00,2760.00,1380.00,50.00
STORE-004,SKU-004,2026-07-06,14,2100.00,1120.00,105.00,1995.00,875.00,43.86
STORE-004,SKU-005,2026-07-06,9,1980.00,990.00,297.00,1683.00,693.00,41.18
STORE-004,SKU-006,2026-07-06,15,2250.00,1125.00,225.00,2025.00,900.00,44.44
STORE-001,SKU-001,2026-07-07,12,2160.00,1080.00,108.00,2052.00,972.00,47.37
