date,store_id,product_id,units_sold,revenue
2026-06-21,STORE-102,SKU-004,16,1485.92
2026-06-21,STORE-102,SKU-005,10,1099.4
2026-06-21,STORE-102,SKU-006,13,457.02
2026-06-22,STORE-101,SKU-001,7,1255.5
2026-06-22,STORE-101,SKU-002,7,613.04
2026-06-22,STORE-101,SKU-003,11,714.04
2026-06-22,STORE-101,SKU-004,13,1227.64
2026-06-22,STORE-101,SKU-005,6,665.13
2026-06-22,STORE-101,SKU-006,8,274.11
2026-06-22,STORE-102,SKU-001,7,1245.17
2026-06-22,STORE-102,SKU-002,9,791.46
2026-06-22,STORE-102,SKU-003,11,719.56
2026-06-22,STORE-102,SKU-004,13,1214.67
2026-06-22,STORE-102,SKU-005,7,767.71
2026-06-22,STORE-102,SKU-006,9,321.81
2026-06-23,STORE-101,SKU-001,9,1601.08
2026-06-23,STORE-101,SKU-002,8,724.74
2026-06-23,STORE-101,SKU-003,11,734.2
2026-06-23,STORE-101,SKU-004,11,1026.88
2026-06-23,STORE-101,SKU-005,7,754.16
2026-06-23,STORE-101,SKU-006,8,272.86
2026-06-23,STORE-102,SKU-001,6,1076.79
2026-06-23,STORE-102,SKU-002,8,710.98
2026-06-23,STORE-102,SKU-003,9,592.26
2026-06-23,STORE-102,SKU-004,13,1231.59
2026-06-23,STORE-102,SKU-005,8,902.38
2026-06-23,STORE-102,SKU-006,10,352.63
2026-06-24,STORE-101,SKU-001,8,1477.47
2026-06-24,STORE-101,SKU-002,8,721.93
2026-06-24,STORE-101,SKU-003,10,665.93
2026-06-24,STORE-101,SKU-004,13,1203.24
2026-06-24,STORE-101,SKU-005,6,652.38
2026-06-24,STORE-101,SKU-006,10,351.45
2026-06-24,STORE-102,SKU-001,7,1231.6
2026-06-24,STORE-102,SKU-002,9,819.71
2026-06-24,STORE-102,SKU-003,11,715.02
2026-06-24,STORE-102,SKU-004,12,1111.3
2026-06-24,STORE-102,SKU-005,6,657.31
2026-06-24,STORE-102,SKU-006,8,275.81
2026-06-25,STORE-101,SKU-001,6,1109.93
2026-06-25,STORE-101,SKU-002,9,813.65
2026-06-25,STORE-101,SKU-003,11,736.43
2026-06-25,STORE-101,SKU-004,60,5621.17
2026-06-25,STORE-101,SKU-005,6,670.15
2026-06-25,STORE-101,SKU-006,9,317.86
2026-06-25,STORE-102,SKU-001,8,1412.48
2026-06-25,STORE-102,SKU-002,8,725.82
2026-06-25,STORE-102,SKU-003,10,634.06
2026-06-25,STORE-102,SKU-004,12,1128.6
2026-06-25,STORE-102,SKU-005,8,898.89
2026-06-25,STORE-102,SKU-006,8,283.25
2026-06-26,STORE-101,SKU-001,7,1293.66
2026-06-26,STORE-101,SKU-002,9,812.43
2026-06-26,STORE-101,SKU-003,10,642.77
2026-06-26,STORE-101,SKU-004,11,1074.48
2026-06-26,STORE-101,SKU-005,7,770.67
2026-06-26,STORE-101,SKU-006,10,353.31
2026-06-26,STORE-102,SKU-001,7,1253.44
2026-06-26,STORE-102,SKU-002,7,624.78
2026-06-26,STORE-102,SKU-003,11,720.38
2026-06-26,STORE-102,SKU-004,13,1213.03
2026-06-26,STORE-102,SKU-005,7,789.76
2026-06-26,STORE-102,SKU-006,9,318.75
2026-06-27,STORE-101,SKU-001,8,1480.88
2026-06-27,STORE-101,SKU-002,11,974.51
2026-06-27,STORE-101,SKU-003,12,782.38
2026-06-27,STORE-101,SKU-004,16,1482.9
2026-06-27,STORE-101,SKU-005,11,1239.98
2026-06-27,STORE-101,SKU-006,12,410.36
2026-06-27,STORE-102,SKU-001,10,1799.82
2026-06-27,STORE-102,SKU-002,11,990.53
2026-06-27,STORE-102,SKU-003,12,795.67
2026-06-27,STORE-102,SKU-004,17,1590.17
2026-06-27,STORE-102,SKU-005,9,983.09
2026-06-27,STORE-102,SKU-006,13,455.22
2026-06-28,STORE-101,SKU-001,11,2023.25
2026-06-28,STORE-101,SKU-002,10,915.66
2026-06-28,STORE-101,SKU-003,13,867.02
2026-06-28,STORE-101,SKU-004,16,1549.23
2026-06-28,STORE-101,SKU-005,8,869.36
2026-06-28,STORE-101,SKU-006,12,432.57
2026-06-28,STORE-102,SKU-001,10,1762.05
2026-06-28,STORE-102,SKU-002,11,980.8
2026-06-28,STORE-102,SKU-003,13,847.2
2026-06-28,STORE-102,SKU-004,15,1409.76
2026-06-28,STORE-102,SKU-005,8,890.43
2026-06-28,STORE-102,SKU-006,12,413.29
2026-06-29,STORE-101,SKU-001,8,1400.57
2026-06-29,STORE-101,SKU-002,9,819.97
2026-06-29,STORE-101,SKU-003,11,710.11
2026-06-29,STORE-101,SKU-004,12,1161.94
2026-06-29,STORE-101,SKU-005,8,879.75
2026-06-29,STORE-101,SKU-006,8,280.04
2026-06-29,STORE-102,SKU-001,8,1471.94
2026-06-29,STORE-102,SKU-002,9,807.1
2026-06-29,STORE-102,SKU-003,10,648.32
2026-06-29,STORE-102,SKU-004,13,1228.33
2026-06-29,STORE-102,SKU-005,7,754.03
2026-06-29,STORE-102,SKU-006,9,323.87
2026-06-30,STORE-101,SKU-001,7,1274.57
2026-06-30,STORE-101,SKU-002,8,735.2
2026-06-30,STORE-101,SKU-003,11,730.42
2026-06-30,STORE-101,SKU-004,12,1127.46
2026-06-30,STORE-101,SKU-005,8,893.7
2026-06-30,STORE-101,SKU-006,10,340.25
2026-06-30,STORE-102,SKU-001,6,1088.5
2026-06-30,STORE-102,SKU-002,9,834.17
2026-06-30,STORE-102,SKU-003,11,712.17
2026-06-30,STORE-102,SKU-004,11,1053.39
2026-06-30,STORE-102,SKU-005,8,877.03
2026-06-30,STORE-102,SKU-006,10,358.47
2026-07-01,STORE-101,SKU-001,6,1099.19
2026-07-01,STORE-101,SKU-002,7,625.27
2026-07-01,STORE-101,SKU-003,9,586.09
2026-07-01,STORE-101,SKU-004,12,1160.01
2026-07-01,STORE-101,SKU-005,6,643.33
2026-07-01,STORE-101,SKU-006,10,352.51
2026-07-01,STORE-102,SKU-001,7,1291.21
2026-07-01,STORE-102,SKU-002,7,628.53
2026-07-01,STORE-102,SKU-003,9,576.41
2026-07-01,STORE-102,SKU-004,11,1064.1
2026-07-01,STORE-102,SKU-005,8,889.38
2026-07-01,STORE-102,SKU-006,8,279.02
2026-07-02,STORE-101,SKU-001,7,1266.62
2026-07-02,STORE-101,SKU-002,8,716.73
2026-07-02,STORE-101,SKU-003,9,597.12
2026-07-02,STORE-101,SKU-004,11,1037.77
2026-07-02,STORE-101,SKU-005,7,757.86
2026-07-02,STORE-101,SKU-006,9,316.41
2026-07-02,STORE-102,SKU-001,9,1600.1
2026-07-02,STORE-102,SKU-002,9,817.69
2026-07-02,STORE-102,SKU-003,9,587.31
2026-07-02,STORE-102,SKU-004,13,1253.13
2026-07-02,STORE-102,SKU-005,6,664.21
2026-07-02,STORE-102,SKU-006,9,322.64
2026-07-03,STORE-101,SKU-001,7,1282.59
2026-07-03,STORE-101,SKU-002,8,713.62
2026-07-03,STORE-101,SKU-003,10,654.71
2026-07-03,STORE-101,SKU-004,13,1251.37
2026-07-03,STORE-101,SKU-005,7,785.63
2026-07-03,STORE-101,SKU-006,9,322.62
2026-07-03,STORE-102,SKU-001,8,1423.49
2026-07-03,STORE-102,SKU-002,8,723.44
2026-07-03,STORE-102,SKU-003,11,697.42
2026-07-03,STORE-102,SKU-004,11,1060.52
2026-07-03,STORE-102,SKU-005,6,645.43
2026-07-03,STORE-102,SKU-006,9,323.91
2026-07-04,STORE-101,SKU-001,10,1844.66
2026-07-04,STORE-101,SKU-002,11,975.56
2026-07-04,STORE-101,SKU-003,14,909.01
2026-07-04,STORE-101,SKU-004,17,1638.89
2026-07-04,STORE-101,SKU-005,9,967.14
2026-07-04,STORE-101,SKU-006,13,445.19
2026-07-04,STORE-102,SKU-001,11,2022.78
2026-07-04,STORE-102,SKU-002,11,1018.51
2026-07-04,STORE-102,SKU-003,14,926.63
2026-07-04,STORE-102,SKU-004,15,1449.85
2026-07-04,STORE-102,SKU-005,8,881.93
2026-07-04,STORE-102,SKU-006,12,424.36
2026-07-05,STORE-101,SKU-001,10,1809.13
2026-07-05,STORE-101,SKU-002,11,1016.15
2026-07-05,STORE-101,SKU-003,12,767.54
2026-07-05,STORE-101,SKU-004,14,1360.66
2026-07-05,STORE-101,SKU-005,9,1014.67
2026-07-05,STORE-101,SKU-006,11,374.91
2026-07-05,STORE-102,SKU-001,11,2028.64
2026-07-05,STORE-102,SKU-002,10,895.05
2026-07-05,STORE-102,SKU-003,12,800.89
2026-07-05,STORE-102,SKU-004,15,1424.37
2026-07-05,STORE-102,SKU-005,8,900.45
2026-07-05,STORE-102,SKU-006,11,383.93
2026-07-06,STORE-101,SKU-001,8,1461.01
2026-07-06,STORE-101,SKU-002,9,806.07
2026-07-06,STORE-101,SKU-003,11,700.18
2026-07-06,STORE-101,SKU-004,12,1112.57
2026-07-06,STORE-101,SKU-005,7,765.75
2026-07-06,STORE-101,SKU-006,10,340.19
2026-07-06,STORE-102,SKU-001,7,1255.72
2026-07-06,STORE-102,SKU-002,9,827.27
2026-07-06,STORE-102,SKU-003,9,591.52
2026-07-06,STORE-102,SKU-004,12,1172.68
2026-07-06,STORE-102,SKU-005,7,765.29
2026-07-06,STORE-102,SKU-006,8,273.65
2026-07-07,STORE-101,SKU-001,9,1615.6
2026-07-07,STORE-101,SKU-002,8,726.12
2026-07-07,STORE-101,SKU-003,10,631.33
2026-07-07,STORE-101,SKU-004,13,1216.0
2026-07-07,STORE-101,SKU-005,6,662.56
2026-07-07,STORE-101,SKU-006,8,284.45
2026-07-07,STORE-102,SKU-001,7,1238.53
2026-07-07,STORE-102,SKU-002,9,801.67
2026-07-07,STORE-102,SKU-003,9,599.06
2026-07-07,STORE-102,SKU-004,11,1067.47
2026-07-07,STORE-102,SKU-005,6,645.35
2026-07-07,STORE-102,SKU-006,8,274.53
2026-07-08,STORE-101,SKU-001,8,1399.03
2026-07-08,STORE-101,SKU-002,7,640.96
2026-07-08,STORE-101,SKU-003,9,578.81
2026-07-08,STORE-101,SKU-004,11,1016.94
2026-07-08,STORE-101,SKU-005,8,881.38
2026-07-08,STORE-101,SKU-006,10,349.5
2026-07-08,STORE-102,SKU-001,9,1621.29
2026-07-08,STORE-102,SKU-002,7,630.15
2026-07-08,STORE-102,SKU-003,11,695.41
2026-07-08,STORE-102,SKU-004,13,1262.19
2026-07-08,STORE-102,SKU-005,7,768.06
2026-07-08,STORE-102,SKU-006,10,340.78
2026-07-09,STORE-101,SKU-001,8,1431.5
2026-07-09,STORE-101,SKU-002,9,809.53
2026-07-09,STORE-101,SKU-003,11,696.7
2026-07-09,STORE-101,SKU-004,11,1051.79
2026-07-09,STORE-101,SKU-005,6,651.09
2026-07-09,STORE-101,SKU-006,9,315.91
2026-07-09,STORE-102,SKU-001,7,1297.39
2026-07-09,STORE-102,SKU-002,8,718.0
2026-07-09,STORE-102,SKU-003,10,634.37
2026-07-09,STORE-102,SKU-004,13,1261.14
2026-07-09,STORE-102,SKU-005,7,782.43
2026-07-09,STORE-102,SKU-006,10,344.02
2026-07-10,STORE-101,SKU-001,8,1416.54
2026-07-10,STORE-101,SKU-002,8,717.99
2026-07-10,STORE-101,SKU-003,10,634.21
2026-07-10,STORE-101,SKU-004,12,1151.29
2026-07-10,STORE-101,SKU-005,7,753.95
2026-07-10,STORE-101,SKU-006,10,340.91
2026-07-10,STORE-102,SKU-001,9,1580.46
2026-07-10,STORE-102,SKU-002,7,639.03
2026-07-10,STORE-102,SKU-003,11,717.42
2026-07-10,STORE-102,SKU-004,12,1144.21
