date,store_id,sku_id,units_sold
2026-06-05,STORE-101,SKU-005,6
2026-06-05,STORE-101,SKU-006,8
2026-06-05,STORE-102,SKU-001,5
2026-06-05,STORE-102,SKU-002,9
2026-06-05,STORE-102,SKU-003,11
2026-06-05,STORE-102,SKU-004,13
2026-06-05,STORE-102,SKU-005,7
2026-06-05,STORE-102,SKU-006,7
2026-06-06,STORE-101,SKU-001,8
2026-06-06,STORE-101,SKU-002,11
2026-06-06,STORE-101,SKU-003,12
2026-06-06,STORE-101,SKU-004,21
2026-06-06,STORE-101,SKU-005,8
2026-06-06,STORE-101,SKU-006,10
2026-06-06,STORE-102,SKU-001,8
2026-06-06,STORE-102,SKU-002,9
2026-06-06,STORE-102,SKU-003,12
2026-06-06,STORE-102,SKU-004,15
2026-06-06,STORE-102,SKU-005,8
2026-06-06,STORE-102,SKU-006,11
2026-06-07,STORE-101,SKU-001,7
2026-06-07,STORE-101,SKU-002,9
2026-06-07,STORE-101,SKU-003,13
2026-06-07,STORE-101,SKU-004,22
2026-06-07,STORE-101,SKU-005,8
2026-06-07,STORE-101,SKU-006,9
2026-06-07,STORE-102,SKU-001,8
2026-06-07,STORE-102,SKU-002,10
2026-06-07,STORE-102,SKU-003,12
2026-06-07,STORE-102,SKU-004,15
2026-06-07,STORE-102,SKU-005,8
2026-06-07,STORE-102,SKU-006,9
2026-06-08,STORE-101,SKU-001,6
2026-06-08,STORE-101,SKU-002,8
2026-06-08,STORE-101,SKU-003,9
2026-06-08,STORE-101,SKU-004,17
2026-06-08,STORE-101,SKU-005,6
2026-06-08,STORE-101,SKU-006,8
2026-06-08,STORE-102,SKU-001,5
2026-06-08,STORE-102,SKU-002,9
2026-06-08,STORE-102,SKU-003,11
2026-06-08,STORE-102,SKU-004,11
2026-06-08,STORE-102,SKU-005,6
2026-06-08,STORE-102,SKU-006,8
2026-06-09,STORE-101,SKU-001,5
2026-06-09,STORE-101,SKU-002,7
2026-06-09,STORE-101,SKU-003,11
2026-06-09,STORE-101,SKU-004,18
2026-06-09,STORE-101,SKU-005,7
2026-06-09,STORE-101,SKU-006,8
2026-06-09,STORE-102,SKU-001,7
2026-06-09,STORE-102,SKU-002,7
2026-06-09,STORE-102,SKU-003,9
2026-06-09,STORE-102,SKU-004,12
2026-06-09,STORE-102,SKU-005,7
2026-06-09,STORE-102,SKU-006,8
2026-06-10,STORE-101,SKU-001,6
2026-06-10,STORE-101,SKU-002,8
2026-06-10,STORE-101,SKU-003,11
2026-06-10,STORE-101,SKU-004,17
2026-06-10,STORE-101,SKU-005,7
2026-06-10,STORE-101,SKU-006,7
2026-06-10,STORE-102,SKU-001,7
2026-06-10,STORE-102,SKU-002,7
2026-06-10,STORE-102,SKU-003,9
2026-06-10,STORE-102,SKU-004,12
2026-06-10,STORE-102,SKU-005,7
2026-06-10,STORE-102,SKU-006,7
2026-06-11,STORE-101,SKU-001,5
2026-06-11,STORE-101,SKU-002,9
2026-06-11,STORE-101,SKU-003,10
2026-06-11,STORE-101,SKU-004,19
2026-06-11,STORE-101,SKU-005,7
2026-06-11,STORE-101,SKU-006,7
2026-06-11,STORE-102,SKU-001,7
2026-06-11,STORE-102,SKU-002,9
2026-06-11,STORE-102,SKU-003,11
2026-06-11,STORE-102,SKU-004,13
2026-06-11,STORE-102,SKU-005,8
2026-06-11,STORE-102,SKU-006,7
2026-06-12,STORE-101,SKU-001,6
2026-06-12,STORE-101,SKU-002,7
2026-06-12,STORE-101,SKU-003,10
2026-06-12,STORE-101,SKU-004,18
2026-06-12,STORE-101,SKU-005,7
2026-06-12,STORE-101,SKU-006,8
2026-06-12,STORE-102,SKU-001,6
2026-06-12,STORE-102,SKU-002,9
2026-06-12,STORE-102,SKU-003,10
2026-06-12,STORE-102,SKU-004,12
2026-06-12,STORE-102,SKU-005,8
2026-06-12,STORE-102,SKU-006,8
2026-06-13,STORE-101,SKU-001,8
2026-06-13,STORE-101,SKU-002,10
2026-06-13,STORE-101,SKU-003,12
2026-06-13,STORE-101,SKU-004,24
2026-06-13,STORE-101,SKU-005,10
2026-06-13,STORE-101,SKU-006,9
2026-06-13,STORE-102,SKU-001,8
2026-06-13,STORE-102,SKU-002,10
2026-06-13,STORE-102,SKU-003,12
2026-06-13,STORE-102,SKU-004,15
2026-06-13,STORE-102,SKU-005,9
2026-06-13,STORE-102,SKU-006,10
2026-06-14,STORE-101,SKU-001,7
2026-06-14,STORE-101,SKU-002,11
2026-06-14,STORE-101,SKU-003,12
2026-06-14,STORE-101,SKU-004,24
2026-06-14,STORE-101,SKU-005,9
2026-06-14,STORE-101,SKU-006,9
2026-06-14,STORE-102,SKU-001,7
2026-06-14,STORE-102,SKU-002,9
2026-06-14,STORE-102,SKU-003,13
2026-06-14,STORE-102,SKU-004,14
2026-06-14,STORE-102,SKU-005,9
2026-06-14,STORE-102,SKU-006,9
2026-06-15,STORE-101,SKU-001,6
2026-06-15,STORE-101,SKU-002,8
2026-06-15,STORE-101,SKU-003,10
2026-06-15,STORE-101,SKU-004,21
2026-06-15,STORE-101,SKU-005,6
2026-06-15,STORE-101,SKU-006,7
2026-06-15,STORE-102,SKU-001,5
2026-06-15,STORE-102,SKU-002,8
2026-06-15,STORE-102,SKU-003,10
2026-06-15,STORE-102,SKU-004,12
2026-06-15,STORE-102,SKU-005,7
2026-06-15,STORE-102,SKU-006,8
2026-06-16,STORE-101,SKU-001,5
2026-06-16,STORE-101,SKU-002,8
2026-06-16,STORE-101,SKU-003,11
2026-06-16,STORE-101,SKU-004,22
2026-06-16,STORE-101,SKU-005,6
2026-06-16,STORE-101,SKU-006,6
2026-06-16,STORE-102,SKU-001,6
2026-06-16,STORE-102,SKU-002,9
2026-06-16,STORE-102,SKU-003,11
2026-06-16,STORE-102,SKU-004,13
2026-06-16,STORE-102,SKU-005,7
2026-06-16,STORE-102,SKU-006,6
2026-06-17,STORE-101,SKU-001,7
2026-06-17,STORE-101,SKU-002,8
2026-06-17,STORE-101,SKU-003,10
2026-06-17,STORE-101,SKU-004,22
2026-06-17,STORE-101,SKU-005,7
2026-06-17,STORE-101,SKU-006,6
2026-06-17,STORE-102,SKU-001,7
2026-06-17,STORE-102,SKU-002,8
2026-06-17,STORE-102,SKU-003,10
2026-06-17,STORE-102,SKU-004,13
2026-06-17,STORE-102,SKU-005,6
2026-06-17,STORE-102,SKU-006,6
2026-06-18,STORE-101,SKU-001,5
2026-06-18,STORE-101,SKU-002,8
2026-06-18,STORE-101,SKU-003,10
2026-06-18,STORE-101,SKU-004,22
2026-06-18,STORE-101,SKU-005,7
2026-06-18,STORE-101,SKU-006,6
2026-06-18,STORE-102,SKU-001,6
2026-06-18,STORE-102,SKU-002,8
2026-06-18,STORE-102,SKU-003,10
2026-06-18,STORE-102,SKU-004,13
2026-06-18,STORE-102,SKU-005,8
2026-06-18,STORE-102,SKU-006,6
2026-06-19,STORE-101,SKU-001,6
2026-06-19,STORE-101,SKU-002,8
2026-06-19,STORE-101,SKU-003,9
2026-06-19,STORE-101,SKU-004,22
2026-06-19,STORE-101,SKU-005,7
2026-06-19,STORE-101,SKU-006,6
2026-06-19,STORE-102,SKU-001,6
2026-06-19,STORE-102,SKU-002,8
2026-06-19,STORE-102,SKU-003,10
2026-06-19,STORE-102,SKU-004,11
2026-06-19,STORE-102,SKU-005,6
2026-06-19,STORE-102,SKU-006,7
2026-06-20,STORE-101,SKU-001,8
2026-06-20,STORE-101,SKU-002,10
2026-06-20,STORE-101,SKU-003,13
2026-06-20,STORE-101,SKU-004,28
2026-06-20,STORE-101,SKU-005,8
2026-06-20,STORE-101,SKU-006,7
2026-06-20,STORE-102,SKU-001,7
2026-06-20,STORE-102,SKU-002,11
2026-06-20,STORE-102,SKU-003,13
2026-06-20,STORE-102,SKU-004,16
2026-06-20,STORE-102,SKU-005,10
2026-06-20,STORE-102,SKU-006,8
2026-06-21,STORE-101,SKU-001,7
2026-06-21,STORE-101,SKU-002,9
2026-06-21,STORE-101,SKU-003,13
2026-06-21,STORE-101,SKU-004,29
2026-06-21,STORE-101,SKU-005,9
2026-06-21,STORE-101,SKU-006,8
2026-06-21,STORE-102,SKU-001,7
2026-06-21,STORE-102,SKU-002,11
2026-06-21,STORE-102,SKU-003,13
2026-06-21,STORE-102,SKU-004,16
2026-06-21,STORE-102,SKU-005,9
2026-06-21,STORE-102,SKU-006,9
2026-06-22,STORE-101,SKU-001,5
2026-06-22,STORE-101,SKU-002,8
2026-06-22,STORE-101,SKU-003,10
2026-06-22,STORE-101,SKU-004,24
2026-06-22,STORE-101,SKU-005,8
2026-06-22,STORE-101,SKU-006,7
2026-06-22,STORE-102,SKU-001,7
2026-06-22,STORE-102,SKU-002,8
2026-06-22,STORE-102,SKU-003,11
2026-06-22,STORE-102,SKU-004,11
2026-06-22,STORE-102,SKU-005,8
2026-06-22,STORE-102,SKU-006,7
2026-06-23,STORE-101,SKU-001,5
2026-06-23,STORE-101,SKU-002,9
2026-06-23,STORE-101,SKU-003,10
2026-06-23,STORE-101,SKU-004,23
2026-06-23,STORE-101,SKU-005,8
2026-06-23,STORE-101,SKU-006,6
2026-06-23,STORE-102,SKU-001,5
2026-06-23,STORE-102,SKU-002,7
2026-06-23,STORE-102,SKU-003,10
2026-06-23,STORE-102,SKU-004,13
2026-06-23,STORE-102,SKU-005,8
2026-06-23,STORE-102,SKU-006,6
2026-06-24,STORE-101,SKU-001,6
2026-06-24,STORE-101,SKU-002,8
2026-06-24,STORE-101,SKU-003,11
2026-06-24,STORE-101,SKU-004,24
2026-06-24,STORE-101,SKU-005,8
2026-06-24,STORE-101,SKU-006,5
2026-06-24,STORE-102,SKU-001,7
2026-06-24,STORE-102,SKU-002,7
2026-06-24,STORE-102,SKU-003,11
2026-06-24,STORE-102,SKU-004,12
2026-06-24,STORE-102,SKU-005,6
2026-06-24,STORE-102,SKU-006,6
2026-06-25,STORE-101,SKU-001,6
2026-06-25,STORE-101,SKU-002,8
2026-06-25,STORE-101,SKU-003,10
2026-06-25,STORE-101,SKU-004,24
2026-06-25,STORE-101,SKU-005,7
2026-06-25,STORE-101,SKU-006,6
2026-06-25,STORE-102,SKU-001,6
2026-06-25,STORE-102,SKU-002,8
2026-06-25,STORE-102,SKU-003,9
2026-06-25,STORE-102,SKU-004,13
2026-06-25,STORE-102,SKU-005,7
2026-06-25,STORE-102,SKU-006,6
2026-06-26,STORE-101,SKU-001,6
2026-06-26,STORE-101,SKU-002,8
2026-06-26,STORE-101,SKU-003,10
2026-06-26,STORE-101,SKU-004,24
2026-06-26,STORE-101,SKU-005,7
2026-06-26,STORE-101,SKU-006,6
2026-06-26,STORE-102,SKU-001,6
2026-06-26,STORE-102,SKU-002,9
2026-06-26,STORE-102,SKU-003,10
2026-06-26,STORE-102,SKU-004,12
2026-06-26,STORE-102,SKU-005,7
2026-06-26,STORE-102,SKU-006,6
2026-06-27,STORE-101,SKU-001,7
2026-06-27,STORE-101,SKU-002,10
2026-06-27,STORE-101,SKU-003,12
2026-06-27,STORE-101,SKU-004,31
2026-06-27,STORE-101,SKU-005,10
2026-06-27,STORE-101,SKU-006,8
2026-06-27,STORE-102,SKU-001,8
2026-06-27,STORE-102,SKU-002,10
2026-06-27,STORE-102,SKU-003,12
2026-06-27,STORE-102,SKU-004,15
2026-06-27,STORE-102,SKU-005,8
2026-06-27,STORE-102,SKU-006,7
2026-06-28,STORE-101,SKU-001,7
2026-06-28,STORE-101,SKU-002,10
2026-06-28,STORE-101,SKU-003,13
2026-06-28,STORE-101,SKU-004,32
2026-06-28,STORE-101,SKU-005,9
2026-06-28,STORE-101,SKU-006,7
2026-06-28,STORE-102,SKU-001,7
2026-06-28,STORE-102,SKU-002,11
2026-06-28,STORE-102,SKU-003,13
2026-06-28,STORE-102,SKU-004,14
2026-06-28,STORE-102,SKU-005,8
2026-06-28,STORE-102,SKU-006,7
2026-06-29,STORE-101,SKU-001,6
2026-06-29,STORE-101,SKU-002,8
2026-06-29,STORE-101,SKU-003,11
2026-06-29,STORE-101,SKU-004,26
2026-06-29,STORE-101,SKU-005,7
2026-06-29,STORE-101,SKU-006,5
2026-06-29,STORE-102,SKU-001,5
2026-06-29,STORE-102,SKU-002,7
2026-06-29,STORE-102,SKU-003,9
2026-06-29,STORE-102,SKU-004,12
2026-06-29,STORE-102,SKU-005,8
2026-06-29,STORE-102,SKU-006,5
2026-06-30,STORE-101,SKU-001,6
2026-06-30,STORE-101,SKU-002,8
2026-06-30,STORE-101,SKU-003,9
2026-06-30,STORE-101,SKU-004,27
2026-06-30,STORE-101,SKU-005,7
2026-06-30,STORE-101,SKU-006,5
2026-06-30,STORE-102,SKU-001,6
2026-06-30,STORE-102,SKU-002,7
2026-06-30,STORE-102,SKU-003,11
2026-06-30,STORE-102,SKU-004,13
2026-06-30,STORE-102,SKU-005,6
2026-06-30,STORE-102,SKU-006,5
2026-07-01,STORE-101,SKU-001,5
2026-07-01,STORE-101,SKU-002,9
2026-07-01,STORE-101,SKU-003,10
2026-07-01,STORE-101,SKU-004,26
2026-07-01,STORE-101,SKU-005,6
2026-07-01,STORE-101,SKU-006,6
2026-07-01,STORE-102,SKU-001,6
2026-07-01,STORE-102,SKU-002,9
2026-07-01,STORE-102,SKU-003,10
2026-07-01,STORE-102,SKU-004,13
2026-07-01,STORE-102,SKU-005,7
2026-07-01,STORE-102,SKU-006,6
2026-07-02,STORE-101,SKU-001,7
2026-07-02,STORE-101,SKU-002,8
2026-07-02,STORE-101,SKU-003,10
2026-07-02,STORE-101,SKU-004,27
2026-07-02,STORE-101,SKU-005,8
2026-07-02,STORE-101,SKU-006,5
2026-07-02,STORE-102,SKU-001,7
2026-07-02,STORE-102,SKU-002,8
2026-07-02,STORE-102,SKU-003,10
2026-07-02,STORE-102,SKU-004,12
2026-07-02,STORE-102,SKU-005,6
2026-07-02,STORE-102,SKU-006,6
2026-07-03,STORE-101,SKU-001,7
2026-07-03,STORE-101,SKU-002,8
2026-07-03,STORE-101,SKU-003,10
2026-07-03,STORE-101,SKU-004,27
2026-07-03,STORE-101,SKU-005,6
2026-07-03,STORE-101,SKU-006,5
2026-07-03,STORE-102,SKU-001,6
2026-07-03,STORE-102,SKU-002,8
2026-07-03,STORE-102,SKU-003,10
2026-07-03,STORE-102,SKU-004,11
2026-07-03,STORE-102,SKU-005,6
2026-07-03,STORE-102,SKU-006,6
2026-07-04,STORE-101,SKU-001,8
2026-07-04,STORE-101,SKU-002,9
2026-07-04,STORE-101,SKU-003,12
2026-07-04,STORE-101,SKU-004,35
2026-07-04,STORE-101,SKU-005,9
2026-07-04,STORE-101,SKU-006,6
2026-07-04,STORE-102,SKU-001,7
2026-07-04,STORE-102,SKU-002,11
2026-07-04,STORE-102,SKU-003,13
2026-07-04,STORE-102,SKU-004,15
2026-07-04,STORE-102,SKU-005,9
2026-07-04,STORE-102,SKU-006,7
2026-07-05,STORE-101,SKU-001,7
2026-07-05,STORE-101,SKU-002,9
2026-07-05,STORE-101,SKU-003,12
2026-07-05,STORE-101,SKU-004,36
2026-07-05,STORE-101,SKU-005,9
2026-07-05,STORE-101,SKU-006,7
2026-07-05,STORE-102,SKU-001,7
2026-07-05,STORE-102,SKU-002,10
2026-07-05,STORE-102,SKU-003,13
2026-07-05,STORE-102,SKU-004,15
2026-07-05,STORE-102,SKU-005,8
2026-07-05,STORE-102,SKU-006,6
2026-07-06,STORE-101,SKU-001,6
2026-07-06,STORE-101,SKU-002,7
2026-07-06,STORE-101,SKU-003,10
2026-07-06,STORE-101,SKU-004,29
2026-07-06,STORE-101,SKU-005,7
2026-07-06,STORE-101,SKU-006,4
2026-07-06,STORE-102,SKU-001,6
2026-07-06,STORE-102,SKU-002,7
2026-07-06,STORE-102,SKU-003,10
2026-07-06,STORE-102,SKU-004,11
2026-07-06,STORE-102,SKU-005,7
2026-07-06,STORE-102,SKU-006,5
2026-07-07,STORE-101,SKU-001,5
2026-07-07,STORE-101,SKU-002,8
2026-07-07,STORE-101,SKU-003,9
2026-07-07,STORE-101,SKU-004,29
2026-07-07,STORE-101,SKU-005,6
2026-07-07,STORE-101,SKU-006,5
2026-07-07,STORE-102,SKU-001,5
2026-07-07,STORE-102,SKU-002,8
2026-07-07,STORE-102,SKU-003,11
2026-07-07,STORE-102,SKU-004,12
2026-07-07,STORE-102,SKU-005,8
2026-07-07,STORE-102,SKU-006,5
2026-07-08,STORE-101,SKU-001,6
2026-07-08,STORE-101,SKU-002,7
2026-07-08,STORE-101,SKU-003,9
2026-07-08,STORE-101,SKU-004,30
2026-07-08,STORE-101,SKU-005,8
2026-07-08,STORE-101,SKU-006,4
2026-07-08,STORE-102,SKU-001,6
2026-07-08,STORE-102,SKU-002,9
2026-07-08,STORE-102,SKU-003,10
2026-07-08,STORE-102,SKU-004,13
2026-07-08,STORE-102,SKU-005,8
2026-07-08,STORE-102,SKU-006,4
2026-07-09,STORE-101,SKU-001,5
2026-07-09,STORE-101,SKU-002,7
2026-07-09,STORE-101,SKU-003,9
2026-07-09,STORE-101,SKU-004,30
2026-07-09,STORE-101,SKU-005,7
2026-07-09,STORE-101,SKU-006,4
2026-07-09,STORE-102,SKU-001,6
2026-07-09,STORE-102,SKU-002,9
2026-07-09,STORE-102,SKU-003,9
2026-07-09,STORE-102,SKU-004,12
2026-07-09,STORE-102,SKU-005,7
2026-07-09,STORE-102,SKU-006,4
2026-07-10,STORE-101,SKU-001,7
2026-07-10,STORE-101,SKU-002,9
2026-07-10,STORE-101,SKU-003,9
2026-07-10,STORE-101,SKU-004,29
2026-07-10,STORE-101,SKU-005,7
2026-07-10,STORE-101,SKU-006,5
2026-07-10,STORE-102,SKU-001,7
2026-07-10,STORE-102,SKU-002,8
2026-07-10,STORE-102,SKU-003,10
2026-07-10,STORE-102,SKU-004,11
2026-07-10,STORE-102,SKU-005,7
2026-07-10,STORE-102,SKU-006,5
2026-07-11,STORE-101,SKU-001,7
2026-07-11,STORE-101,SKU-002,11
2026-07-11,STORE-101,SKU-003,13
2026-07-11,STORE-101,SKU-004,39
2026-07-11,STORE-101,SKU-005,8
2026-07-11,STORE-101,SKU-006,7
2026-07-11,STORE-102,SKU-001,8
2026-07-11,STORE-102,SKU-002,10
2026-07-11,STORE-102,SKU-003,12
2026-07-11,STORE-102,SKU-004,15
2026-07-11,STORE-102,SKU-005,9
2026-07-11,STORE-102,SKU-006,5
2026-07-12,STORE-101,SKU-001,8
2026-07-12,STORE-101,SKU-002,11
2026-07-12,STORE-101,SKU-003,12
2026-07-12,STORE-101,SKU-004,40
2026-07-12,STORE-101,SKU-005,9
2026-07-12,STORE-101,SKU-006,6
2026-07-12,STORE-102,SKU-001,8
2026-07-12,STORE-102,SKU-002,10
2026-07-12,STORE-102,SKU-003,13
2026-07-12,STORE-102,SKU-004,16
2026-07-12,STORE-102,SKU-005,8
2026-07-12,STORE-102,SKU-006,6
2026-07-13,STORE-101,SKU-001,6
2026-07-13,STORE-101,SKU-002,8
2026-07-13,STORE-101,SKU-003,10
2026-07-13,STORE-101,SKU-004,32
2026-07-13,STORE-101,SKU-005,7
2026-07-13,STORE-101,SKU-006,5
2026-07-13,STORE-102,SKU-001,7
2026-07-13,STORE-102,SKU-002,7
2026-07-13,STORE-102,SKU-003,11
2026-07-13,STORE-102,SKU-004,11
2026-07-13,STORE-102,SKU-005,7
2026-07-13,STORE-102,SKU-006,4
2026-07-14,STORE-101,SKU-001,6
2026-07-14,STORE-101,SKU-002,7
2026-07-14,STORE-101,SKU-003,11
2026-07-14,STORE-101,SKU-004,31
2026-07-14,STORE-101,SKU-005,6
2026-07-14,STORE-101,SKU-006,5
2026-07-14,STORE-102,SKU-001,6
2026-07-14,STORE-102,SKU-002,9
2026-07-14,STORE-102,SKU-003,10
2026-07-14,STORE-102,SKU-004,12
2026-07-14,STORE-102,SKU-005,6
2026-07-14,STORE-102,SKU-006,5
2026-07-15,STORE-101,SKU-001,5
2026-07-15,STORE-101,SKU-002,8
2026-07-15,STORE-101,SKU-003,10
2026-07-15,STORE-101,SKU-004,33
2026-07-15,STORE-101,SKU-005,7
2026-07-15,STORE-101,SKU-006,4
2026-07-15,STORE-102,SKU-001,6
2026-07-15,STORE-102,SKU-002,9
2026-07-15,STORE-102,SKU-003,9
2026-07-15,STORE-102,SKU-004,11
2026-07-15,STORE-102,SKU-005,7
2026-07-15,STORE-102,SKU-006,4
2026-07-16,STORE-101,SKU-001,6
2026-07-16,STORE-101,SKU-002,8
2026-07-16,STORE-101,SKU-003,10
2026-07-16,STORE-101,SKU-004,33
2026-07-16,STORE-101,SKU-005,7
2026-07-16,STORE-101,SKU-006,4
2026-07-16,STORE-102,SKU-001,6
2026-07-16,STORE-102,SKU-002,8
2026-07-16,STORE-102,SKU-003,10
2026-07-16,STORE-102,SKU-004,11
2026-07-16,STORE-102,SKU-005,6
2026-07-16,STORE-102,SKU-006,3
2026-07-17,STORE-101,SKU-001,6
2026-07-17,STORE-101,SKU-002,9
2026-07-17,STORE-101,SKU-003,9
2026-07-17,STORE-101,SKU-004,33
2026-07-17,STORE-101,SKU-005,7
2026-07-17,STORE-101,SKU-006,4
2026-07-17,STORE-102,SKU-001,7
2026-07-17,STORE-102,SKU-002,8
2026-07-17,STORE-102,SKU-003,10
2026-07-17,STORE-102,SKU-004,11
2026-07-17,STORE-102,SKU-005,6
2026-07-17,STORE-102,SKU-006,3
2026-07-18,STORE-101,SKU-001,7
2026-07-18,STORE-101,SKU-002,9
2026-07-18,STORE-101,SKU-003,13
2026-07-18,STORE-101,SKU-004,41
2026-07-18,STORE-101,SKU-005,10
2026-07-18,STORE-101,SKU-006,5
2026-07-18,STORE-102,SKU-001,8
2026-07-18,STORE-102,SKU-002,9
2026-07-18,STORE-102,SKU-003,13
2026-07-18,STORE-102,SKU-004,15
2026-07-18,STORE-102,SKU-005,9
2026-07-18,STORE-102,SKU-006,5
2026-07-19,STORE-101,SKU-001,7
2026-07-19,STORE-101,SKU-002,10
2026-07-19,STORE-101,SKU-003,12
2026-07-19,STORE-101,SKU-004,42
2026-07-19,STORE-101,SKU-005,10
2026-07-19,STORE-101,SKU-006,5
2026-07-19,STORE-102,SKU-001,8
2026-07-19,STORE-102,SKU-002,10
2026-07-19,STORE-102,SKU-003,12
2026-07-19,STORE-102,SKU-004,15
2026-07-19,STORE-102,SKU-005,8
2026-07-19,STORE-102,SKU-006,4
2026-07-20,STORE-101,SKU-001,6
2026-07-20,STORE-101,SKU-002,8
2026-07-20,STORE-101,SKU-003,11
2026-07-20,STORE-101,SKU-004,34
2026-07-20,STORE-101,SKU-005,8
